zone,bhk_type,construction_status,carpet_area,bulit_area,super_bulit_area,price_value,nearbylocation,facility,luxury_facility_scores,luxury_category,Latitude,Longitude,apartment_name,apartment_loc,price_per_sqft,price_range,area_range
west,3,Under Construction,,1433.0,1595.0,2.45,"['Goraguntepalya Metro Station', 'Orion Mall', 'Mangalore - Villupuram Road', 'National Public School, Yeshwanthpur', 'Ms Ramaiah University', 'Sparsh Hospital Yeshwanthpur', 'Kempegowda International Airport', 'Yesvantpur A Cabin Railway Station', 'Embassy Manyata Business Park', 'Taj Yeshwantpur, Bengaluru', 'Fun World Amusement Park', 'Bengaluru Golf Club\xa0', 'M. Chinnaswamy Stadium']","['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Internet/wi-fi connectivity', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",15.0,low,13.0255,77.5355,The Presidential Tower,Yeshwanthpur,15360.50156739812,> 2Cr,1000-1500 sqft
west,3,Under Construction,2100.0,2495.0,2811.86,2.6,"['Kempegowda Metro Station Majestic', 'ETA Namma Mall', 'Mysore Road (NH 275)', 'ORCHIDS The Int School Majestic', 'Karnataka Samskrit University', 'Gayathri Hospital Pvt Ltd', 'Kempegowda International Airport', 'Krishnadevaraya Halt', 'Rajajinagar IT Park', 'ITC Gardenia', 'Fun World Amusement Park', 'Bengaluru Golf Club', 'Sri Kanteerava Outdoor Stadium']","['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Water Storage', 'Park', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Fitness Centre / GYM', 'Club house / Community Center', 'Waste Disposal']",143.0,medium,12.9755,77.5555,Shapoorji Pallonji Parkwest 2,Binny Pete,9246.548547936241,> 2Cr,2000-2500 sqft
west,3,Moderatly Old,,1087.0,1210.0,1.02,"['Raghavendra Swamy Mutt', 'Ganesha Temple', 'Kalabhairava Temple', 'Gayatri Temple', 'Shani Temple', 'Shri Nimishamba Devi Temple', 'Rajarajeshwari Temple', 'Sudhanva Health Care', 'Unity Hospital Bengaluru Urban', 'Yogeshwara Clinic', 'Satvik Dental Clinic', 'Pramathana Dental Care', 'Sri Venkateshwara Nethralaya', 'Veturi Child Health Centre', 'Usha Vikranth Diagnostic Center and Hospital', 'BGS Global Hospitals', 'Medical Center', 'Vasavi Mahal', 'Global Village Tech Park', 'Mindtree Global Village Parking Area', 'Indian Oil', 'Uco bank', 'State bank of india', 'Apex bank', 'Hdfc bank', 'Canara bank', 'Punjab national bank', 'Canara bank', 'Santhrupthi Hotel', 'Pallavi', 'Kaapi Katte', 'Coffee Day', 'Andra Spice', ""Papa John's"", 'Global Village Cafeteria', 'Beijing Bites', 'Adigas Mookambike', 'Rajarajeshwari Canteen', 'Dominos Pizza', '1947', 'Sun Pub', 'PANCHASHEELA POLYTECHNIC SCHOOL', 'Chitrakala Parishattu', 'JSS Academy of Technical Education', 'RNS Institute of Technology', 'BET Convent', 'Carmel School Ground', 'Swargarani', 'BGS Public School', ' library']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Lift(s)', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'No open drainage around', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",159.0,high,12.9055,77.5955,Century Indus,Rajarajeshwari Nagar,8429.752066115703,1Cr-1.5Cr,1000-1500 sqft
west,3,Moderatly Old,850.0,1049.0,1210.0,1.02,"['Raghavendra Swamy Mutt', 'Ganesha Temple', 'Kalabhairava Temple', 'Gayatri Temple', 'Shani Temple', 'Shri Nimishamba Devi Temple', 'Rajarajeshwari Temple', 'Sudhanva Health Care', 'Unity Hospital Bengaluru Urban', 'Yogeshwara Clinic', 'Satvik Dental Clinic', 'Pramathana Dental Care', 'Sri Venkateshwara Nethralaya', 'Veturi Child Health Centre', 'Usha Vikranth Diagnostic Center and Hospital', 'BGS Global Hospitals', 'Medical Center', 'Vasavi Mahal', 'Global Village Tech Park', 'Mindtree Global Village Parking Area', 'Indian Oil', 'Uco bank', 'State bank of india', 'Apex bank', 'Hdfc bank', 'Canara bank', 'Punjab national bank', 'Canara bank', 'Santhrupthi Hotel', 'Pallavi', 'Kaapi Katte', 'Coffee Day', 'Andra Spice', ""Papa John's"", 'Global Village Cafeteria', 'Beijing Bites', 'Adigas Mookambike', 'Rajarajeshwari Canteen', 'Dominos Pizza', '1947', 'Sun Pub', 'PANCHASHEELA POLYTECHNIC SCHOOL', 'Chitrakala Parishattu', 'JSS Academy of Technical Education', 'RNS Institute of Technology', 'BET Convent', 'Carmel School Ground', 'Swargarani', 'BGS Public School', ' library']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Club house / Community Center', 'Water softening plant']",141.0,medium,12.9055,77.5955,Century Indus,Rajarajeshwari Nagar,8429.752066115703,1Cr-1.5Cr,1000-1500 sqft
west,3,Relatively New,,1618.0,1800.0,1.8,"['Temple', 'Icici bank ATM', 'State bank of india ATM', 'Citibank ATM', 'Axis bank ATM', 'Axis bank ATM', 'Canara bank ATM', 'Sri Dhavantari Ayurveda Hoapital', 'Spandana Nursing Home Bengaluru Urban', 'Altius Hospital', 'Dr Ramesh Hospital', 'Pragathi Ayurvedic Center', 'Rotary Eye Hospital A Unit Of Bangalore North Rotary Trust', 'Ramamni Nursing And Maternity', 'Shri Kaushika Dental Clinic', 'G.R. Hospital', 'Government Hospital', 'Sri Krishna Clinic', ""Pathi's International Dental Centre"", 'Sevabhaya hospital', 'Suguna Hospital', 'Jinka Nursing Home', 'KTSVS Rajatha Mahotsava Samudaaya Bhavana', 'Kanva Diagnostics', 'Nandhi Medical And General Stores', 'Ramakrishna Medicals', 'Apollo Pharmacy', 'Indian Oil', 'Indian Oil', 'Syndicate bank', 'Andhra bank', 'Kanamara bank', ""McDonald's"", 'Dominos Pizza', 'Gobi Corner', 'Crane Crush', 'Sri Venkateshwara Utsav', 'by 2 coffy', 'Adyar Ananda Bhavan', 'Malnad Aroma', 'Cafeteria', 'New Shanthi Sagar', 'Ambika Veg Restaurant', ""St Ann's School"", 'Rajajinagar PU Degree College', ""St Mira's School"", 'New Oxford High School', 'Aptean India', 'Golden Jaguar Elevators & Escalators India Pvt. Ltd.', 'Marudhar Infotech Services']","['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Water Storage', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Rain Water Harvesting']",136.0,medium,12.9985,77.5545,SSB Kailash,Rajajinagar,10000.0,1.5Cr-2Cr,1500-2000 sqft
west,3,Relatively New,1304.0,1750.0,2171.66,4.5,"['Magadi Road', 'Mantri Mall', 'Vivekananda PU College', 'Brigade School', 'Suguna Hospital', 'Kempegowda International Airport', 'KSR Bengaluru City Junction', 'UB City', 'Crown INN', 'Fun World Amusement Park', 'Bengaluru Golf Club', 'Sree Kanteerava Indoor Stadium']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'No open drainage around', 'Piped-gas', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",79.0,medium,12.9985,77.5545,Sobha Indraprastha,Rajajinagar,20721.4757374543,> 2Cr,1500-2000 sqft
west,3,Relatively New,1800.0,2273.0,2678.0,6.9,"['Vivekananda Degree College', 'East West Public School', 'The Brigade School', 'NU Hospitals (West)', 'PMC Hospital', 'HDFC Bank', 'Malleswaram Station', 'Sheraton Grand Bangalore Hotel', 'Nadaprabhu Kempegowda Stadium', 'Karnataka Road Development', 'World Trade Center', 'Central Office', 'Sadashivanagara Police Station', 'Bangalore One']","['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",0.0,low,12.9985,77.5545,Phoenix Kessaku,Rajajinagar,25765.496639283047,> 2Cr,2000-2500 sqft
west,3,Moderatly Old,2550.0,2650.0,2875.0,5.75,"['Magadi Road', 'Mantri Mall', 'Vivekananda PU College', 'Brigade School', 'Suguna Hospital', 'Kempegowda International Airport', 'KSR Bengaluru City Junction', 'UB City', 'Crown INN', 'Fun World Amusement Park', 'Bengaluru Golf Club', 'Sree Kanteerava Indoor Stadium']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",50.0,medium,12.9985,77.5545,Sobha Indraprastha,Rajajinagar,20000.0,> 2Cr,> 2500 sqft
west,3,New Property,,1430.0,1611.61,0.83,"['Pattanagere metro station', 'Hatti Lakkamma Temple', 'Vinayaka Temple', 'Rajarajeshwari Temple', 'Kotak mahindra bank ATM', 'State bank of india ATM', 'Icici bank ATM', 'Oriental bank of commerce ATM', 'Uco bank ATM', 'Axis bank ATM', 'MEDSOL Hospital', 'Medical Center', 'Sree Ranga Hospital', 'Sri Annapoorneshwari Hospital', 'Adishesha Netralaya', 'Adarsh Hospital', 'Shreya Hospital Bengaluru Rural', 'IEM Auditorium', 'MedPlus', 'Bangalore Fine Chemicals', 'Global Village Tech Park', 'Green House', 'Mindtree Global Village Parking Area', 'Ageis auto testng', 'Essar fuel', 'Kotak mahindra bank rvce branch', 'Axis bank', 'Canara bank', 'Hotel Dream Land', 'Udupi Upahar', 'Biryani Katte', 'Rolls Rice Cafe', 'Sip n Hog', 'Anda Ka Funda', 'Dosa Hut', 'Sri Lakshmi Juice Center', 'Biryani Bhavan', 'Sathkar Juice Centre', 'Brew Kings', 'royal andaaz', 'Global Village Cafeteria', 'Coffee Day', ""Domino's Pizza"", ""St. Anthony's PU College"", 'Gnana Bodhini Primary School', 'Orchids The International School Mysore Road', 'R.V. College of Engineering', ""Vice Chancellor's Lodge"", 'Texport Garments', 'Sifang India Pvt. Ltd.']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Water Storage']",0.0,low,12.9055,77.5955,Garuda Enclave,Dubasi Palya,5150.129373731858,50L-1Cr,1000-1500 sqft
west,3,New Property,,1400.0,1577.8,0.79,"['Kengeri metro station', 'Kengeri bus terminal metro station', 'Pushpa Sadan', 'Muneshwara temple', 'Asirvanam Benedict Church', 'Axis bank ATM', 'Bank of baroda ATM', 'Axis bank ATM', 'Hk Hospital', 'Mathru Hospital - Bangalore', 'Belaku Eye Hospital', 'BGS Global Hospitals', 'KENGERI UPANAGARA Government Hospital', 'Adarsh Hospital', 'Rajarajeshwari Hospital and Medical College', 'Shreya Hospital Bengaluru Rural', 'Adishesha Netralaya', 'Sri Annapoorneshwari Hospital', 'Sneha Jyoti Oldage home', 'The Patterns Club', 'Bangalore Fine Chemicals', 'Global Village Tech Park', 'Essar fuel', 'Indian Oil', 'Uco bank', 'Hdfc bank', 'Canara bank', 'Uco bank', 'State bank of india', 'Axis bank', 'Tea Coffee', ""Domino's Pizza"", 'Pallavi', 'royal andaaz', 'SJB Institute of Technology', 'BGS Public School', 'Government school', 'IBS business school', 'JSS Academy of Technical Education', 'Chitrakala Parishattu', 'Kengeri railway station']","['Security / Fire Alarm', 'Lift(s)', 'Water Storage', 'Visitor Parking']",0.0,low,12.9055,77.5955,Luxe One,Kengeri,5006.971732792496,50L-1Cr,1000-1500 sqft
west,3,New Property,,1747.0,1968.87,1.2,"['Kalabhairava Temple', 'Gayatri Temple', 'Raghavendra Swamy Mutt', 'Ganesha Temple', 'Shani Temple', 'Sri Shanmukha Temple', 'Patalamma Temple', 'Kumaraswamy Temple', 'Shri Nimishamba Devi Temple', 'Kaalikamba Temple', 'Bank of baroda ATM', 'Unity Hospital Bengaluru Urban', 'Sudhanva Health Care', 'BGS Global Hospitals', 'Yogeshwara Clinic', 'Satvik Dental Clinic', 'Usha Vikranth Diagnostic Center and Hospital', 'Pramathana Dental Care', 'Global Village Tech Park', 'Mindtree Global Village Parking Area', 'Indian Oil', 'State bank of india', 'Uco bank', 'Canara bank', 'Hdfc bank', 'Apex bank', 'Punjab national bank', 'Canara bank', 'Pallavi', 'Andra Spice', 'Santhrupthi Hotel', 'Kaapi Katte', 'Coffee Day', ""Papa John's"", 'Global Village Cafeteria', 'Sun Pub', 'Tea Coffee', 'Beijing Bites', 'Adigas Mookambike', 'Rajarajeshwari Canteen', 'PANCHASHEELA POLYTECHNIC SCHOOL', 'Chitrakala Parishattu', 'JSS Academy of Technical Education', 'RNS Institute of Technology', 'BGS Public School', 'SJB Institute of Technology', 'Swargarani', 'BET Convent', 'Carmel School Ground', ' library']","['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Visitor Parking']",0.0,low,13.0755,77.5555,VNR Landmark,Nanjappa Layout,6094.866598607323,1Cr-1.5Cr,1500-2000 sqft
west,3,New Property,,1552.0,1749.1,1.06,"['Kalabhairava Temple', 'Gayatri Temple', 'Raghavendra Swamy Mutt', 'Ganesha Temple', 'Shani Temple', 'Sri Shanmukha Temple', 'Patalamma Temple', 'Kumaraswamy Temple', 'Shri Nimishamba Devi Temple', 'Kaalikamba Temple', 'Bank of baroda ATM', 'Unity Hospital Bengaluru Urban', 'Sudhanva Health Care', 'BGS Global Hospitals', 'Yogeshwara Clinic', 'Satvik Dental Clinic', 'Usha Vikranth Diagnostic Center and Hospital', 'Pramathana Dental Care', 'Global Village Tech Park', 'Mindtree Global Village Parking Area', 'Indian Oil', 'State bank of india', 'Uco bank', 'Canara bank', 'Hdfc bank', 'Apex bank', 'Punjab national bank', 'Canara bank', 'Pallavi', 'Andra Spice', 'Santhrupthi Hotel', 'Kaapi Katte', 'Coffee Day', 'Global Village Cafeteria', ""Papa John's"", 'Sun Pub', 'Tea Coffee', 'Beijing Bites', 'Adigas Mookambike', 'Rajarajeshwari Canteen', 'PANCHASHEELA POLYTECHNIC SCHOOL', 'Chitrakala Parishattu', 'JSS Academy of Technical Education', 'RNS Institute of Technology', 'BGS Public School', 'SJB Institute of Technology', 'Swargarani', 'BET Convent', 'Carmel School Ground', ' library']","['Security / Fire Alarm', 'Lift(s)', 'Water Storage', 'Visitor Parking']",0.0,low,13.0755,77.5555,VNR Landmark,Nanjappa Layout,6060.259562060489,1Cr-1.5Cr,1500-2000 sqft
west,3,New Property,,1552.0,1749.1,1.08,"['Kalabhairava Temple', 'Gayatri Temple', 'Sri Shanmukha Temple', 'Kumaraswamy Temple', 'Kaalikamba Temple', 'Ganesha Temple', 'Patalamma Temple', 'Raghavendra Swamy Mutt', 'Shani Temple', 'Anjaneya Temple', 'Shri Nimishamba Devi Temple', 'Unity Hospital Bengaluru Urban', 'Usha Vikranth Diagnostic Center and Hospital', 'Yogeshwara Clinic', 'Sudhanva Health Care', 'Soukhya Family Clinic', 'Satvik Dental Clinic', 'Pramathana Dental Care', 'Sri Venkateshwara Nethralaya', 'Poorna Clinic', ""Nandeesh's Dental Speciality"", 'Veturi Child Health Centre', 'D33 Uttarahalli BMTC Depot', 'AGS Layout Bus Stand', 'Hdfc bank', 'Canara bank', 'Punjab national bank', 'Apex bank', 'Canara bank', 'Sun Pub', 'Kaapi Katte', 'Santhrupthi Hotel', 'Andra Spice', ""Papa John's"", 'Beijing Bites', 'Adigas Mookambike', 'Rotti Mane Dhabha', 'Rajarajeshwari Canteen', 'Nandini Milk Parlor', 'Dominos Pizza', 'Monish Corner', '1947', 'Swargarani', 'BET Convent', 'RNS Institute of Technology', 'PANCHASHEELA POLYTECHNIC SCHOOL', 'Carmel School Ground', 'Quality Nursing Institute', 'Global Academy of Technology', ' library']","['Intercom Facility', 'Lift(s)', 'Water Storage', 'Visitor Parking']",223.0,high,12.9055,77.5955,VNR Landmark,Kenchenahalli,6174.604082099366,1Cr-1.5Cr,1500-2000 sqft
west,3,New Property,,1450.0,1634.15,0.87,"['Kengeri bus terminal metro station', 'Pattanagere metro station', 'Hatti Lakkamma Temple', 'Pushpa Sadan', 'Axis bank ATM', 'Icici bank ATM', 'State bank of india ATM', 'Axis bank ATM', 'Kotak mahindra bank ATM', 'Adishesha Netralaya', 'Sri Annapoorneshwari Hospital', 'Shreya Hospital Bengaluru Rural', 'Adarsh Hospital', 'KENGERI UPANAGARA Government Hospital', 'MEDSOL Hospital', 'Mathru Hospital - Bangalore', 'Belaku Eye Hospital', 'Sree Ranga Hospital', 'Medical Center', 'Hk Hospital', 'IEM Auditorium', 'Bangalore Fine Chemicals', 'MedPlus', 'Green House', 'Essar fuel', 'Ageis auto testng', 'Axis bank', 'Canara bank', 'Hdfc bank', 'Uco bank', 'Kotak mahindra bank rvce branch', ""Domino's Pizza"", 'royal andaaz', 'Hotel Dream Land', 'Sathkar Juice Centre', 'Biryani Bhavan', 'Dosa Hut', 'Sri Lakshmi Juice Center', 'Anda Ka Funda', 'Udupi Upahar', 'Biryani Katte', 'Sip n Hog', 'Rolls Rice Cafe', 'Brew Kings', 'Gnana Bodhini Primary School', 'Government school', 'Orchids The International School Mysore Road', 'R.V. College of Engineering', ""St. Anthony's PU College"", 'Kengeri railway station']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Visitor Parking']",22.0,low,12.9055,77.5955,Garuda Enclave,Kengeri Satellite Town,5323.868677905944,50L-1Cr,1000-1500 sqft
west,3,New Property,,1430.0,1611.61,0.85,"['Pattanagere metro station', 'Hatti Lakkamma Temple', 'Vinayaka Temple', 'Rajarajeshwari Temple', 'Kotak mahindra bank ATM', 'State bank of india ATM', 'Icici bank ATM', 'Oriental bank of commerce ATM', 'Uco bank ATM', 'Axis bank ATM', 'MEDSOL Hospital', 'Medical Center', 'Sree Ranga Hospital', 'Sri Annapoorneshwari Hospital', 'Adishesha Netralaya', 'Adarsh Hospital', 'Shreya Hospital Bengaluru Rural', 'IEM Auditorium', 'MedPlus', 'Bangalore Fine Chemicals', 'Global Village Tech Park', 'Green House', 'Mindtree Global Village Parking Area', 'Ageis auto testng', 'Essar fuel', 'Kotak mahindra bank rvce branch', 'Axis bank', 'Canara bank', 'Hotel Dream Land', 'Udupi Upahar', 'Biryani Katte', 'Rolls Rice Cafe', 'Sip n Hog', 'Anda Ka Funda', 'Dosa Hut', 'Sri Lakshmi Juice Center', 'Biryani Bhavan', 'Sathkar Juice Centre', 'Brew Kings', 'royal andaaz', 'Global Village Cafeteria', 'Coffee Day', ""Domino's Pizza"", ""St. Anthony's PU College"", 'Gnana Bodhini Primary School', 'Orchids The International School Mysore Road', 'R.V. College of Engineering', ""Vice Chancellor's Lodge"", 'Texport Garments', 'Sifang India Pvt. Ltd.']","['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Visitor Parking']",0.0,low,12.9055,77.5955,Garuda Enclave,Dubasi Palya,5274.228876713349,50L-1Cr,1000-1500 sqft
west,3,New Property,,1430.0,1611.61,0.84,"['Pattanagere metro station', 'Hatti Lakkamma Temple', 'Vinayaka Temple', 'Rajarajeshwari Temple', 'Kotak mahindra bank ATM', 'State bank of india ATM', 'Icici bank ATM', 'Oriental bank of commerce ATM', 'Uco bank ATM', 'Axis bank ATM', 'MEDSOL Hospital', 'Medical Center', 'Sree Ranga Hospital', 'Sri Annapoorneshwari Hospital', 'Adishesha Netralaya', 'Adarsh Hospital', 'Shreya Hospital Bengaluru Rural', 'IEM Auditorium', 'MedPlus', 'Bangalore Fine Chemicals', 'Global Village Tech Park', 'Green House', 'Mindtree Global Village Parking Area', 'Ageis auto testng', 'Essar fuel', 'Kotak mahindra bank rvce branch', 'Axis bank', 'Canara bank', 'Hotel Dream Land', 'Udupi Upahar', 'Biryani Katte', 'Rolls Rice Cafe', 'Sip n Hog', 'Anda Ka Funda', 'Dosa Hut', 'Sri Lakshmi Juice Center', 'Biryani Bhavan', 'Sathkar Juice Centre', 'Brew Kings', 'royal andaaz', 'Global Village Cafeteria', 'Coffee Day', ""Domino's Pizza"", ""St. Anthony's PU College"", 'Gnana Bodhini Primary School', 'Orchids The International School Mysore Road', 'R.V. College of Engineering', ""Vice Chancellor's Lodge"", 'Texport Garments', 'Sifang India Pvt. Ltd.']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Lift(s)', 'Water Storage']",56.0,medium,12.9055,77.5955,Anjandri Elite,Dubasi Palya,5212.179125222604,50L-1Cr,1000-1500 sqft
west,3,New Property,,1430.0,1611.61,0.85,"['Pattanagere metro station', 'Hatti Lakkamma Temple', 'Vinayaka Temple', 'Rajarajeshwari Temple', 'Kotak mahindra bank ATM', 'State bank of india ATM', 'Icici bank ATM', 'Oriental bank of commerce ATM', 'Uco bank ATM', 'Axis bank ATM', 'MEDSOL Hospital', 'Medical Center', 'Sree Ranga Hospital', 'Sri Annapoorneshwari Hospital', 'Adishesha Netralaya', 'Adarsh Hospital', 'Shreya Hospital Bengaluru Rural', 'IEM Auditorium', 'MedPlus', 'Bangalore Fine Chemicals', 'Global Village Tech Park', 'Green House', 'Mindtree Global Village Parking Area', 'Ageis auto testng', 'Essar fuel', 'Kotak mahindra bank rvce branch', 'Axis bank', 'Canara bank', 'Hotel Dream Land', 'Udupi Upahar', 'Biryani Katte', 'Rolls Rice Cafe', 'Sip n Hog', 'Anda Ka Funda', 'Dosa Hut', 'Sri Lakshmi Juice Center', 'Biryani Bhavan', 'Sathkar Juice Centre', 'Brew Kings', 'royal andaaz', 'Global Village Cafeteria', 'Coffee Day', ""Domino's Pizza"", ""St. Anthony's PU College"", 'Gnana Bodhini Primary School', 'Orchids The International School Mysore Road', 'R.V. College of Engineering', ""Vice Chancellor's Lodge"", 'Texport Garments', 'Sifang India Pvt. Ltd.']","['Intercom Facility', 'Lift(s)', 'Water Storage', 'Visitor Parking']",80.0,medium,12.9055,77.5955,Anjandri Elite,Dubasi Palya,5274.228876713349,50L-1Cr,1000-1500 sqft
west,3,New Property,1150.0,1350.0,1521.45,0.77,"['Kengeri bus terminal metro station', 'Pattanagere metro station', 'Pushpa Sadan', 'Kotak mahindra bank ATM', 'Bank of baroda ATM', 'Axis bank ATM', 'BGS Global Hospitals', 'Medical Center', 'Adarsh Hospital', 'Adishesha Netralaya', 'IEM Auditorium', 'MedPlus', 'Bangalore Fine Chemicals', 'Global Village Tech Park', 'Mindtree Global Village Parking Area', 'Indian Oil', 'Essar fuel', 'Uco bank', 'State bank of india', 'Kotak mahindra bank rvce branch', 'Uco bank', 'Apex bank', 'Global Village Cafeteria', 'Coffee Day', 'royal andaaz', 'Pallavi', 'Sathkar Juice Centre', 'Biryani Bhavan', 'Dosa Hut', 'Sri Lakshmi Juice Center', 'Anda Ka Funda', 'Udupi Upahar', 'Biryani Katte', 'Sip n Hog', 'Rolls Rice Cafe', 'Tea Coffee', 'Brew Kings', 'Hotel Dream Land', ""Domino's Pizza"", 'PANCHASHEELA POLYTECHNIC SCHOOL', 'BGS Public School', 'R.V. College of Engineering', 'JSS Academy of Technical Education', 'Orchids The International School Mysore Road', 'Chitrakala Parishattu', 'SJB Institute of Technology', 'Gnana Bodhini Primary School', ""St. Anthony's PU College"", 'Kengeri railway station', 'Texport Garments']","['Security / Fire Alarm', 'Lift(s)', 'Water Storage', 'Visitor Parking']",57.0,medium,12.9055,77.5955,Global Palace,BEML Layout 7th Stage,5060.961582700713,50L-1Cr,1000-1500 sqft
west,3,New Property,1400.0,1747.0,1968.87,1.22,"['Raghavendra Swamy Mutt', 'Ganesha Temple', 'Shani Temple', 'Kalabhairava Temple', 'Gayatri Temple', 'Shri Nimishamba Devi Temple', 'Rajarajeshwari Temple', 'Sudhanva Health Care', 'Unity Hospital Bengaluru Urban', 'Yogeshwara Clinic', 'Satvik Dental Clinic', 'Pramathana Dental Care', 'Veturi Child Health Centre', 'Sri Venkateshwara Nethralaya', 'Medical Center', 'BGS Global Hospitals', 'Vasavi Mahal', 'IEM Auditorium', 'Global Village Tech Park', 'Mindtree Global Village Parking Area', 'Indian Oil', 'Apex bank', 'Uco bank', 'State bank of india', 'Hdfc bank', 'Punjab national bank', 'Canara bank', 'Canara bank', 'Kotak mahindra bank rvce branch', 'Santhrupthi Hotel', 'Pallavi', 'Coffee Day', 'Global Village Cafeteria', 'Kaapi Katte', 'Andra Spice', ""Papa John's"", 'Beijing Bites', 'Adigas Mookambike', 'Rajarajeshwari Canteen', 'Dominos Pizza', '1947', 'PANCHASHEELA POLYTECHNIC SCHOOL', 'Chitrakala Parishattu', 'JSS Academy of Technical Education', 'RNS Institute of Technology', 'BET Convent', 'Carmel School Ground', 'BGS Public School', 'R.V. College of Engineering', ' library']","['Security / Fire Alarm', 'Intercom Facility', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Low Density Society', 'Fitness Centre / GYM', 'Club house / Community Center', 'Waste Disposal', 'Rain Water Harvesting']",131.0,medium,12.9187,77.52,VNR Landmark,Rajarajeshwari Nagar,6196.447708584112,1Cr-1.5Cr,1500-2000 sqft
west,3,Relatively New,,1771.0,1971.0,5.3,"['Mahalakshmi Metro Station', 'Orion Mall', 'AH47, Yeshwanthpur Industrial Area', 'East West Public School', ""KLE Society's S Nijalingappa College"", 'Ananya Hospital', 'Kempegowda Intl Airport Bengaluru', 'Yeshwanthpur Junction']","['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Piped-gas', 'Fitness Centre / GYM', 'Club house / Community Center']",34.0,low,12.9985,77.5545,Phoenix One Bangalore West,Rajajinagar,26889.90360223237,> 2Cr,1500-2000 sqft
